group,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
37,FusePump,_,NOUN,NNP,_,68,conj,_,_,F
37,'',_,.,'',_,68,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,68,punct,_,_,F
37,;,_,.,:,_,26,punct,_,_,F
37,and,_,CONJ,CC,_,26,cc,_,_,F
37,``,_,.,``,_,26,punct,_,_,F
37,you,_,PRON,PRP,_,26,conj,_,_,T
37,'',_,.,'',_,26,punct,_,_,F
37,or,_,CONJ,CC,_,26,cc,_,_,F
37,``,_,.,``,_,26,punct,_,_,F
37,your,_,PRON,PRP$,_,26,conj,_,_,F
37,'',_,.,'',_,26,punct,_,_,F
37,or,_,CONJ,CC,_,26,cc,_,_,F
37,the,_,DET,DT,_,99,det,_,_,F
37,``,_,.,``,_,99,punct,_,_,F
37,Licensee,_,NOUN,NNP,_,26,conj,_,_,F
37,'',_,.,'',_,99,punct,_,_,F
37,",",_,.,",",_,26,punct,_,_,F
37,which,_,DET,WDT,_,105,nsubj,_,_,F
37,is,_,VERB,VBZ,_,105,cop,_,_,F
37,the,_,DET,DT,_,105,det,_,_,F
37,person,_,NOUN,NN,_,26,rcmod,_,_,F
37,operating,_,VERB,VBG,_,105,partmod,_,_,F
37,a,_,DET,DT,_,108,det,_,_,F
37,website,_,NOUN,NN,_,106,dobj,_,_,F
37,-LRB-,_,.,-LRB-,_,112,punct,_,_,F
37,the,_,DET,DT,_,112,det,_,_,F
37,``,_,.,``,_,112,punct,_,_,F
37,LicenseeWebsite,_,NOUN,NNP,_,108,appos,_,_,F
37,'',_,.,'',_,112,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,112,punct,_,_,F
37,for,_,ADP,IN,_,105,prep,_,_,F
37,the,_,DET,DT,_,117,det,_,_,F
37,purpose,_,NOUN,NN,_,115,pobj,_,_,F
37,of,_,ADP,IN,_,117,prep,_,_,F
37,receiving,_,VERB,VBG,_,118,pcomp,_,_,F
37,commission,_,NOUN,NN,_,119,dobj,_,_,F
37,from,_,ADP,IN,_,119,prep,_,_,F
37,affiliate,_,NOUN,NN,_,123,nn,_,_,F
37,networks,_,NOUN,NNS,_,121,pobj,_,_,F
37,for,_,ADP,IN,_,119,prep,_,_,F
37,posting,_,VERB,VBG,_,124,pcomp,_,_,F
37,certain,_,ADJ,JJ,_,127,amod,_,_,F
37,data,_,NOUN,NNS,_,125,dobj,_,_,F
37,on,_,ADP,IN,_,127,prep,_,_,F
37,that,_,DET,WDT,_,128,pobj,_,_,F
37,Licensee,_,NOUN,NNP,_,131,nn,_,_,F
37,Website,_,NOUN,NNP,_,129,dep,_,_,F
37,-LRB-,_,.,-LRB-,_,135,punct,_,_,F
37,the,_,DET,DT,_,135,det,_,_,F
37,``,_,.,``,_,135,punct,_,_,F
37,Purpose,_,NOUN,NNP,_,131,appos,_,_,F
37,'',_,.,'',_,135,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,135,punct,_,_,F
37,and,_,CONJ,CC,_,131,cc,_,_,F
37,who,_,PRON,WP,_,140,nsubj,_,_,F
37,seeks,_,VERB,VBZ,_,131,conj,_,_,F
37,to,_,PRT,TO,_,142,aux,_,_,F
37,obtain,_,VERB,VB,_,140,xcomp,_,_,F
37,the,_,DET,DT,_,144,det,_,_,F
37,use,_,NOUN,NN,_,142,dobj,_,_,F
37,of,_,ADP,IN,_,144,prep,_,_,F
37,or,_,CONJ,CC,_,142,cc,_,_,F
37,access,_,VERB,VB,_,142,conj,_,_,F
37,certain,_,ADJ,JJ,_,149,amod,_,_,F
37,data,_,NOUN,NNS,_,147,dobj,_,_,F
37,-LRB-,_,.,-LRB-,_,153,punct,_,_,F
37,the,_,DET,DT,_,153,det,_,_,F
37,``,_,.,``,_,153,punct,_,_,F
37,Data,_,NOUN,NNP,_,131,dep,_,_,F
37,'',_,.,'',_,153,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,153,punct,_,_,F
37,or,_,CONJ,CC,_,131,cc,_,_,F
37,software,_,NOUN,NN,_,131,conj,_,_,F
37,-LRB-,_,.,-LRB-,_,131,punct,_,_,F
37,the,_,DET,DT,_,161,det,_,_,F
37,``,_,.,``,_,161,punct,_,_,F
37,Software,_,NOUN,NNP,_,131,dep,_,_,F
37,'',_,.,'',_,131,punct,_,_,F
37,-RRB-,_,.,-RRB-,_,131,punct,_,_,F
37,from,_,ADP,IN,_,131,prep,_,_,F
37,us,_,PRON,PRP,_,164,pobj,_,_,F
37,for,_,ADP,IN,_,164,prep,_,_,F
37,the,_,DET,DT,_,168,det,_,_,F
37,Purpose,_,NOUN,NNP,_,166,pobj,_,_,F
37,.,_,.,.,_,5,punct,_,_,F
38,YOU,_,PRON,PRP,_,3,dep,_,_,F
38,EXPRESSLY,_,ADV,RB,_,3,nn,_,_,F
38,UNDERSTAND,_,NOUN,NNP,_,0,ROOT,_,_,F
38,AND,_,CONJ,CC,_,3,cc,_,_,F
38,AGREE,_,VERB,VB,_,3,conj,_,_,F
38,THAT,_,ADP,IN,_,8,mark,_,_,F
38,YOU,_,PRON,PRP,_,8,nsubj,_,_,F
38,HAVE,_,VERB,VBP,_,5,advcl,_,_,F
38,NO,_,DET,DT,_,11,det,_,_,F
38,CONTRACTUAL,_,NOUN,NNP,_,11,nn,_,_,F
38,RELATIONSHIP,_,NOUN,NNP,_,8,dobj,_,_,F
38,WHATSOEVER,_,PRON,WP,_,11,dep,_,_,F
38,WITH,_,ADP,IN,_,12,prep,_,_,F
38,THE,_,DET,DT,_,18,det,_,_,F
38,UNDERLYING,_,NOUN,NNP,_,16,nn,_,_,F
38,WIRELESS,_,VERB,VBP,_,18,nn,_,_,F
38,SERVICE,_,NOUN,NNP,_,18,nn,_,_,F
38,PROVIDER,_,NOUN,NNP,_,13,pobj,_,_,F
38,OR,_,ADP,IN,_,18,prep,_,_,F
38,ITS,_,.,``,_,19,punct,_,_,F
38,AFFILIATES,_,NOUN,NNP,_,19,pobj,_,_,F
38,OR,_,ADP,IN,_,21,prep,_,_,F
38,CONTRACTORS,_,NOUN,NNS,_,22,pobj,_,_,F
38,AND,_,CONJ,CC,_,12,cc,_,_,F
38,THAT,_,DET,DT,_,32,mark,_,_,F
38,YOU,_,PRON,PRP,_,32,nsubj,_,_,F
38,ARE,_,VERB,VBP,_,32,cop,_,_,F
38,NOT,_,ADV,RB,_,32,neg,_,_,F
38,A,_,DET,DT,_,32,det,_,_,F
38,THIRD,_,NOUN,NN,_,32,nn,_,_,F
38,PARTY,_,NOUN,NN,_,32,nn,_,_,F
38,BENEFICIARY,_,NOUN,NN,_,12,conj,_,_,F
38,OF,_,ADP,IN,_,32,prep,_,_,F
38,ANY,_,DET,DT,_,39,det,_,_,F
38,AGREEMENT,_,NOUN,NNP,_,39,nn,_,_,F
38,BETWEEN,_,NOUN,NNP,_,39,nn,_,_,F
38,GENERAC,_,NOUN,NNP,_,39,nn,_,_,T
38,POWER,_,NOUN,NNP,_,39,nn,_,_,T
38,SYSTEMS,_,NOUN,NNP,_,33,pobj,_,_,T
38,",",_,.,",",_,39,punct,_,_,T
38,INC.,_,NOUN,NNP,_,39,conj,_,_,T
38,AND,_,CONJ,CC,_,39,cc,_,_,F
38,THE,_,DET,DT,_,45,det,_,_,T
38,UNDERLYING,_,NOUN,NNP,_,45,nn,_,_,T
38,CARRIER,_,NOUN,NNP,_,39,conj,_,_,T
38,.,_,.,.,_,3,punct,_,_,F
39,This,_,DET,DT,_,4,det,_,_,F
39,End-User,_,NOUN,NNP,_,4,nn,_,_,F
39,License,_,NOUN,NNP,_,4,nn,_,_,F
39,Agreement,_,NOUN,NN,_,14,nsubj,_,_,F
39,-LRB-,_,.,-LRB-,_,7,punct,_,_,F
39,``,_,.,``,_,7,punct,_,_,F
39,EULA,_,NOUN,NNP,_,4,appos,_,_,F
39,'',_,.,'',_,7,punct,_,_,F
39,-RRB-,_,.,-RRB-,_,7,punct,_,_,F
39,is,_,VERB,VBZ,_,14,cop,_,_,F
39,a,_,DET,DT,_,14,det,_,_,F
39,binding,_,ADJ,JJ,_,14,amod,_,_,F
39,legal,_,ADJ,JJ,_,14,amod,_,_,F
39,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
39,between,_,ADP,IN,_,14,prep,_,_,F
39,you,_,PRON,PRP,_,15,pobj,_,_,T
39,and,_,CONJ,CC,_,16,cc,_,_,F
39,Ginger,_,NOUN,NNP,_,21,nn,_,_,T
39,Software,_,NOUN,NNP,_,21,nn,_,_,T
39,",",_,.,",",_,21,punct,_,_,T
39,Inc.,_,NOUN,NNP,_,16,conj,_,_,T
39,-LRB-,_,.,-LRB-,_,25,punct,_,_,F
39,the,_,DET,DT,_,25,det,_,_,F
39,``,_,.,``,_,25,punct,_,_,F
39,Company,_,NOUN,NNP,_,21,appos,_,_,F
39,'',_,.,'',_,25,punct,_,_,F
39,or,_,CONJ,CC,_,21,cc,_,_,F
39,``,_,.,``,_,30,punct,_,_,F
39,Ginger,_,NOUN,NNP,_,30,nn,_,_,F
39,Software,_,NOUN,NNP,_,21,conj,_,_,F
39,'',_,.,'',_,30,punct,_,_,F
39,-RRB-,_,.,-RRB-,_,30,punct,_,_,F
39,for,_,ADP,IN,_,30,prep,_,_,F
39,the,_,DET,DT,_,35,det,_,_,F
39,Software,_,NOUN,NNP,_,37,nsubjpass,_,_,F
39,being,_,VERB,VBG,_,37,auxpass,_,_,F
39,distributed,_,VERB,VBN,_,33,pcomp,_,_,F
39,with,_,ADP,IN,_,37,prep,_,_,F
39,this,_,DET,DT,_,40,det,_,_,F
39,EULA,_,NOUN,NNP,_,38,pobj,_,_,F
39,.,_,.,.,_,14,punct,_,_,F
40,This,_,DET,DT,_,7,det,_,_,F
40,GOM,_,NOUN,NNP,_,7,nn,_,_,F
40,Player,_,NOUN,NN,_,4,nn,_,_,F
40,End,_,NOUN,NN,_,7,nn,_,_,F
40,User,_,NOUN,NN,_,7,nn,_,_,F
40,License,_,NOUN,NN,_,7,nn,_,_,F
40,Agreement,_,NOUN,NN,_,19,nsubj,_,_,F
40,-LRB-,_,.,-LRB-,_,10,punct,_,_,F
40,``,_,.,``,_,10,punct,_,_,F
40,EULA,_,NOUN,NNP,_,7,appos,_,_,F
40,'',_,.,'',_,10,punct,_,_,F
40,or,_,CONJ,CC,_,10,cc,_,_,F
40,``,_,.,``,_,14,punct,_,_,F
40,Agreement,_,NOUN,NN,_,10,conj,_,_,F
40,'',_,.,'',_,14,punct,_,_,F
40,-RRB-,_,.,-RRB-,_,10,punct,_,_,F
40,is,_,VERB,VBZ,_,19,cop,_,_,F
40,an,_,DET,DT,_,19,det,_,_,F
40,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
40,between,_,ADP,IN,_,19,prep,_,_,F
40,you,_,PRON,PRP,_,20,pobj,_,_,T
40,-LRB-,_,.,-LRB-,_,24,punct,_,_,F
40,``,_,.,``,_,24,punct,_,_,F
40,User,_,NOUN,NNP,_,21,appos,_,_,F
40,'',_,.,'',_,24,punct,_,_,F
40,-RRB-,_,.,-RRB-,_,24,punct,_,_,F
40,",",_,.,",",_,21,punct,_,_,F
40,and,_,CONJ,CC,_,21,cc,_,_,F
40,Gretech,_,NOUN,NNP,_,30,nn,_,_,T
40,Corporation,_,NOUN,NNP,_,21,conj,_,_,T
40,-LRB-,_,.,-LRB-,_,33,punct,_,_,F
40,``,_,.,``,_,33,punct,_,_,F
40,Gretech,_,NOUN,NNP,_,30,appos,_,_,F
40,'',_,.,'',_,33,punct,_,_,F
40,-RRB-,_,.,-RRB-,_,33,punct,_,_,F
40,",",_,.,",",_,30,punct,_,_,F
40,the,_,DET,DT,_,39,det,_,_,F
40,Software,_,NOUN,NNP,_,39,nn,_,_,F
40,provider,_,NOUN,NN,_,30,appos,_,_,F
40,",",_,.,",",_,30,punct,_,_,F
40,and,_,CONJ,CC,_,30,cc,_,_,F
40,the,_,DET,DT,_,43,det,_,_,F
40,provider,_,NOUN,NN,_,30,conj,_,_,F
40,of,_,ADP,IN,_,43,prep,_,_,F
40,approved,_,VERB,VBN,_,46,amod,_,_,F
40,services,_,NOUN,NNS,_,44,pobj,_,_,F
40,.,_,.,.,_,19,punct,_,_,F
